인삼,칡,칡과 인삼에 많은 사포닌은 혈액을 맑게 하고 혈액순환을 활발하게 만드는 효능이 있다. 그래서 면역력을 높이고 암 발생을 억제하는 데도 효과적이다.
인삼,해삼,"인삼과 해삼을 넣어 만든 '쌍삼탕'은 궁합이 좋은 음식이다. 항암효과, 고혈압, 동맥경화, 심부전, 빈혈, 당뇨에 좋은 인삼의 성분과 해삼의 칼슘, 요오드, 양질의 단백질은 신진대사를 촉진하고 혈액을 정화하는 보양식으로 좋다."
인삼,엿기름,인삼의 쓴맛을 잡아주어 좋다. 주로 인삼조청으로 먹는다.
치자,밀가루,치자 밀가루 팩은 염좌나 염증을 가라앉힌다.
치자,마늘,지혈 및 소염작용에 좋다.
칡,미나리,해열작용 및 술독을 풀고 뇌혈류 상태를 개선한다.
칡,녹차,칡과 녹차를 배합하면 설사를 멈추는 효능이 증대된다.
황기,상황버섯,운동능력을 늘릴 수 있고 운동을 지나치게 한 후 피로를 빨리 풀 수 있다.
황기,당귀,피부를 윤택하게 하고 원기를 도우는 데 좋다.
황기,감초,고름을 나오게 하고 독을 없애며 새살을 돋게 한다.
강낭콩,달래,강낭콩과 달래는 궁합이 잘 맞다. 자양 효능도 더 커지고 특히 이뇨작용이 강화되어 부기가 잘 빠진다.
강낭콩,양파,강낭콩과 양파를 배합하면 심장병과 고혈압에 좋다. 강낭콩은 덩굴 줄기에 긴 깍지로 된 열매가 있고 그 속에 씨가 있어 이를 식용한다. 강낭콩은 밥에 넣어 먹거나 껍질을 벗기고 가루 내어 떡의 소나 고물로 쓰기도 한다. 풋열매를 깍지째 밀가루를 묻히고 달걀을 입혀 부쳐 먹어도 좋다.
강낭콩,당근,당뇨병성 지방간일 때는 인슐린의 원료가 되는 아연을 함유한 강낭콩을 당근과 함께 섞어서 음식을 만들어 먹으면 좋다.
검은콩,설탕,맛있다.
검은콩,흑임자,폴리페놀의 일종인 안토시아닌 성분이 검은색 색소에 들어 있어서 강력한 항산화작용을 한다.
검은콩,감초,감두탕은 검은콩(쥐눈이콩)과 감초를 넣어 끓인 단순한 처방인데 중금속이나 약물중독에 뛰어난 해독작용을 한다. 황제내경이나 동의보감 본초도경에도 언급되어있을정도로 검은콩의 해독능력은 뛰어나다. 옛날 황제들은 항상 독살에 대한불안감 때문에 감두탕을 일상으로 마셨다고 한다.
검은콩,현미식초,"식초가 콩에 풍부한 단백질의 소화흡수를 도우며, 체내의 세균번식을 억제하는 작용을 한다."
녹두,치자,녹두와 치자를 배합하면 갱년기장애로 얼굴에 홍조와 열감이 있고 땀이 나다가 어느새 한기를 느끼는 경우에 좋다.자율신경중추의 혼란이 혈관운동신경에 실조를 일으켜 야기된 증후들이다. 치자물을 들인 녹두지짐이 좋다.
녹두,대추,녹두와 대추를 배합하면 부종이나 배에 물이 차는 복수에 좋다.
녹두,팥,녹두와 팥을 배합하면 이뇨작용이 강해진다.
메밀,무,찬성 분을 가지고 있어 체질상 냉한 사람은 메밀을 먹으면 소화가 잘 안되고 배탈이 나기 쉽다. 메밀을 무와 함께 먹으면 메밀의 독성이 해독되며 소화도 잘 된다. 메밀의 찬성 분을 무의 따뜻한 성분과 잘 어울리기 때문이다. 메밀소바에 무즙을 올려 먹는 것 역시 그러한 이유다. 
메밀,오렌지,"메밀은 성인병에서 구제해줄 ‘희망의 곡물’이기도 하다. 콜라겐을 만들어 혈관을 튼튼하게 만들어주는 루틴 성분 덕분이다. 하루 필요량이 30mg인 이 성분이 메밀 100g에 100mg이 함유되어 있다. 왜 학자들이 메밀에 열광하는지 충분한 답이 된다. 루틴 흡수율을 높이려면 메밀을 먹을 때 비타민 C가 풍부한 음식을 곁들이도록. 레몬이나 오렌지, 브로콜리 등 비타민 C가 듬뿍 함유된 음식은 루틴의 콜라겐 생성 능력을 더욱 활성화시킨다."
메밀,당귀,"노화예방, 탄력강화, 피부조직 재생, 잔주름 예방에 좋다."
보리,꿀,보리와 꿀이 들어간 새싹보리분말주스는 식이섬유와 비타민이 들어있어 혈관청소에 좋다.
보리,아몬드,"아몬드, 콩, 보리 등 심장에 좋은 식품들을 함께 섭취하면 이들 사이의 시너지 효과 덕분에 나쁜 콜레스테롤로 알려진 LDL콜레스테롤 수치를 약물 치료만큼 낮출 수 있다."
보리,아보카도,"비타민 D,E 가 많아 뼈건강에 좋다."
보리,밀,밀이 열을 오르게 하는데 보리가 열을 내리게 하여 궁합이 좋다.
수수,설탕,"수수와 설탕을 배합하여 먹으면 급성 위장염, 구토 설사할 때 수수 볶은 가루와 설탕을 섞은 ‘수수응이’가 효과적이고, 수수와 설탕을 섞어 쪄서 먹으면 해수, 천식에 좋다."
수수,계란(달걀),수수와 달걀을 함께 먹으면 감기에 좋다.
수수,부추,수수와 부추를 함께 먹으면 성기능 저하와 신허 요통이 있을때 도움이 된다.
수수,대추,수수와 대추를 배합하여 먹으면 어린 아이들 소화불량에 효과를 볼 수가 있다.
옥수수,우유,옥수수는 삶거나 구워서 먹기도 하지만 프레이크나 크림수프 등으로 많이 먹는데 다른 종류의 단백질은 먹지 않고 옥수수만을 먹게 되면 발육이 안되어  성장이 멎고 만다.  이러한 옥수수의 결점을 보완할 수 있는 가장 우수한 식품이 우유이다. 우유에는 건강을 유지할 수 있는 필수 아미노산이 골고루 들어있어 옥수수와 잘 어울리는 식품이다. 그러므로 옥수수나 옥수수 가공품을 먹을 때 우유와  함께 먹는 것이 영양의 균형을 잡아주는 일이 된다
옥수수,완두콩,"옥수수와 완두콩 둘다 식이섬유가 있긴 하지만 혈당 지수를 빠르게 높이고, 영양 흡수율이 높아 체중 감량에 도움되지 않는다. 살찌기 좋은 조합이다."
옥수수,표고버섯,"면역력에 좋은 음식으로도 알려져 있습니다. 표고버섯의 베타글루칸이 면역세포의 반응을 활성화시켜주어 면역기능을 높여준다."
옥수수,고등어,"옥수수는 콜레스테롤을 낮추고,고등어에는 EPA, DHA가 많이 함유되어 있는데, 이 성분들은 뇌 세포의 재생과 뇌 기능향상, 기억력 증가, 치매와 우울증예방과 정신질환 예방에도 많은 도움을 준다."
옥수수,양파,콜레스테롤을 낮추고 소염작용에 좋다.
옥수수,마늘,"마늘과 옥수수가 콜레스테롤을 낮춰준다."
옥수수,두유,콜레스테롤을 낮추고 혈액순환을 촉진한다.
옥수수,바나나,"옥수수는 당질이 풍부하고 빠르게 에너지원이 되는 데다, 비타민C가 신진대사를 촉진해 아침식사 대용으로 충분하다. ​바나나 역시 에너지로 빨리 전환되므로 아침으로 좋다. 두유를 더하면 단백질이 보강된다."
옥수수,메밀,"콜레스테롤을 낮추고 빈혈 개선작용이 있다."
옥수수수염,율무,"피부미용, 당뇨치료에 좋다."
옥수수수염,삼겹살,"옥수수수염이 해독에 도움을 준다."
율무,녹찻잎,"충치균, 항균작용, 위장에 좋다."
율무,파인애플,소염작용 기미 주근깨 여드름 비만치료에 좋다.
율무,매실,감기에 좋다.
율무,둥글레,소염작용 기미 주근깨 여드름 비만치료에 좋다.
조,오리고기,조는 오리고기에 체했을 때 아주 효과가 있다. <천금방>에 오리고기를 먹고 병이 되어 가슴이 막히고 얼굴이 붉으며 먹지 못할 때 차좁쌀탕 한 잔을 먹으라 고 했다. 참고로 기러기가 좁쌀을 먹으면 몸이 무거워져서 날지 못한다고 한다.
조,붕어,"조와 붕어를 배합하면 설사에 효과가 있다. 차좁쌀과 붕어로 죽을 쑤는데 파를 넣으면 더 좋다. "
조,해파리,"<보제방>에는 차좁쌀 , 붕어 , 해파리 , 파로 죽을 쒀 소금으로 간해서 먹으면 좋다고 했다."
조,생지황,눈이 붓고 열이 나며 벌겋고 아플 때 신 좁쌀 뜨물에 생지황을 즙을 섞은 다음 그 물을 헝겊에 적셔 눈 위를 찜질하면 좋다.
조,식초,조와 식초를 배합하면 구토를 다스린다. 좁쌀가루를 식초에 타서 먹으면 즉효다.
조,황기,조와 황기라는 약재를 배합하면 임신 중 냉이 많을 때 좋다. 차조와 화기 각 40g을 끓여 3회에 나누어 마시면 좋다.
조,계란(달걀),"조와 달걀 흰자를 배합해서 외용하면 악성종기(독종)에 좋다. 차조 날것을 갓찧어 달걀 흰자위에 개어 환부에 붙인다. 참고로 개에 물린 데, 동상, 옻이 오른 데에는 차조를 날것 그대로 씹어 붙인다."
참깨,시금치,결석 생성을 예방한다.
참깨,부추,"참깨는 비타민E가 풍부하며 리놀산, 칼슘이 있어 혈관을 근력을 강화해줘 부추와 함께 먹으면 건강 효능이 배가 된다. 또 참깨의 고소함이 부추의 알싸함을 감싸줘 맛도 어울린다. 고기 중에서는 돼지고기와 잘 맞는다."
참깨,꿀,참깨와 꿀은 궁합이 좋아 기혈을 올려주는 기능이 있다 동의보감에서도 이렇게 참깨와 꿀을 넣은 환을 정신환으로 부르기도 했다고 한다 참깨환은 늙음을 잡아주는 기능이 있다.
참깨,두유,"두유는 참깨에 부족한 단백질과 칼슘을 보충해주므로, 참깨와 두유는 영양 궁합이 좋다."
참깨,고추,탈모와 두발건강에 좋다.
참깨,식초,뇌신경 세포기능을 활성화 하여 치매예방에 유효하다.
찹쌀,대추,"칼슘과 철분, 섬유의 함량이 부족한 찹쌀의 결점을 대추가 보완한다. 스태미나 강화에 좋다."
쌀,엿기름,"맛이 좋아 조청으로 많이 만들어 먹는다."
쌀,설탕,맛있다.
찹쌀,쑥,"섬유소, 칼슘, 철분을 보완해준다."
찹쌀,옻닭,"단백질과 탄수화물의 적절한 조화를 이룬다."
찹쌀,오리고기,"단백질과 탄수화물의 적절한 조화를 이룬다."
찹쌀,통밀,"식이섬유소가 풍부한 통밀은 포만감을 느끼게 해 체중 감량을 도와주며, 배변 촉진의 효능이 있어 대장암과 직장암을 예방해준다. "
멥쌀,우유,"설사, 어지럼증, 구토와 같은 위장 관련 증상에 좋다.모유 생산을 촉진해서 임신부에게 좋다."
멥쌀,마가루,위와 장에 좋다. 위장의 점막을 보호하고 재생을 촉진하는 작용을 한다.
멥쌀,곶감,"지혈과 숙취해소, 가슴이 답답하고 담이 많고 기침이 날 때, 만성기관지염에도 효과적이다."
콩,다시마,콩에 함유된 사포닌은 항암 효과와 과산화지방을 막아주는 성분이지만 체내에 들어오면 요오드를 몸 밖으로 배출하는 단점이 있다. 부족하기 쉬운 요오드의 균형을 맞춰주기 위해서는 콩을 먹을 때 다시마와 함께 먹으면 좋다.
콩비지,우거지,장 질환과 대장암 예방에 효과적이다.
콩,생선,된장에는 비린내를 없애는 효과도 있으므로 고등어나 게 등 비린내 나는 생선이나 육류 요리에 섞어 쓰면 냄새를 없애고 맛을 돋울 수 있다.
콩,생강,"콩과 생강 모두 무릎 관절에 좋다.생강은 천연 소염제 역할을 하여 통증 완화에 효과적이다."
콩,무,"무에 풍부한 아밀라아제는 전분 분해 효소로 잘 알려져 있는데, 아세트알데히드를 빠르게 몸 밖으로 배출시키는 역할을 한다."
콩기름,브로콜리,콩기름이나 참기름을 사용하면 브로콜리의 리놀렌산 효능이 상승된다.
메주콩,멸치,동의보감에서는 신경을 안정시키는 멸치와 화기를 내리는 된장을 함께 섭취하면 손발이 화끈거리는 증상이나 입에서 단내가 나는 것을 가라앉힐 수 있다고 한다.
메주콩,식초,"식초가 콩에 풍부한 단백질의 소화흡수를 도우며, 체내의 세균번식을 억제하는 작용을 한다."
된장국,부추,"된장에 들어있는 나트륨 성분을 부추에 함유된 칼륨이 몸밖으로 배출시켜주며, 된장에 부족한 비타민 A와 C를 보충해준다."
청국장,요구르트,"유산균 발효식단으로 다이어트에 좋다."
두유,솔잎,"중풍 .고혈압, 심장병, 신경통 ,요통에 효과가 있다."
두부,무,무에 없는 단백질을 두부에서 섭취할 수 있고 두부의 뭉치는 성질을 무가 풀어 주는 궁합이 아주 잘 맞는 음식이다.
완두콩,보리,"콜레스테롤을 줄이는 데 도움을 준다."
통밀,황기,통밀과 황기를 배합하면 땀을 많이 흘릴 때 좋다. 땀샘을 조절하여 다한증을 개선한다.
통밀,인삼,통밀과 인삼을 배합하면 기력 증강에 효과가 있답니다. 인삼은 파낙스 사이드가 함유되어 있어 기운을 돋우는 대표적인 약재다.
밀가루,녹두,"녹두가 소화를 촉진하므로 밀가루의 소화를 돕는다."
밀가루,엿기름,엿기름은 천연 소화제로 밀가루의 소화를 돕는다.
밀가루,무,무는 밀가루의 소화를 돕는다.
밀가루,식초,밀가루 음식을 먹고 체하는 것을 막아주려면 흩어줘야 한다. 흩는 방식에는 두 가지가 있다. 바로 강한 신맛과 매운맛이다. 중국집에 가면 테이블 위에 식초와 고춧가루가 놓여 있는 이유는 그 때문이다. 초고추장이나 냉면에 넣는 식초와 겨자도 같은 역할을 한다.
밀가루,두부,"밀가루와 두부의 궁합으로 콩국수가 있다. 콩국수는 콩의 단백질과 지방질을 그대로 살린데다 열을 내려주는 밀가루 국수까지 더해진 영양식이다. 땀을 많이 흘리는 여름에 먹으면 기를 보충해주는 데 큰 도움을 준다. 여기에 콩과 들깨를 갈아 넣거나 잣, 땅콩 등을 곁들이면 영양이 더욱 풍부해진다."
팥,소금,소금과 함께 드시게 되면 독도 풀어주고 배변도 부드럽게 해준다.
팥,콩나물,"노폐물을 배출하고 신장을 보호하게 해준다."
팥,율무,"피부미용 및 당뇨치료에 좋다."
팥,잉어,"잉어의 지방분은 불포화지방산이 주성분이기 때문에 동맥 경화와 고혈압인 사람에게도 매우 좋은 영양 공급원이 될 수 있습니다. 잉어에 팥을 넣고 삶으면 사포닌이 우러나와 체내에서 수분을 배출하는데 큰 도움을 준다."
팥,파,변비 치료 및 히로 회복에 좋다.
현미,쑥,함께 먹으면 영양성분이 상호보완되고 항암 효과가 상승한다.
현미식초,계란(달걀),현미식초에 계란(달걀)을 담가 초란으로 복용하면 골다공증과 기미에 좋다.
현미,다시마,현미를 볶아 다시마 우린 물을 넣고 끓여먹으면 설사로 인한 탈수증상에 좋다.
현미,무,현미에 무를 넣고 무밥을 해서 먹으면 중풍 예방 및 휴유증에 좋다.
현미식초,우유,피부보습 및 트러블 개선에 좋다.
현미,팥,변비치료와 피로회복에 좋다.
현미,콩,"변비에 좋고, 혈당과 콜레스테롤 수치를 조절하는 데 필수적인 섬유질이 많다."
현미,녹두,"소화촉진 및 복부 팽만감 감소,갈증해소에 좋다."
현미,땅콩,변비예방에 좋고 피로회복에 도움이 된다.
현미,율무,현미에도 식이섬유소가 풍부하여 변비 예방에 좋고 피로회복에 좋아 율무와 함께 섭취하였을때 영양적으로 우수하다.율무 현미 밥으로 해 먹는게 도움이 된다.
감,우유,"감은 기침이나 가래를 가라앉히는 효과가 있고 몸안의 열을 잡아준다.<동의보감>에는 비위와 소화기가 약한 사람이 감과 우유,꿀을 섞어 먹으면 증세가 호전된다고 한다. 또한, 우유제조기업에서도 우유와 궁합이 잘맞는 식품으로 감을 언급하며 함께 먹을것을 권장한다."
감,수정과,"곶감을 수정과에 띄워 먹으면, 곶감이 함유한 타닌 성분과 수정과에 들어있는 철분 성분이 결합하여 빈혈과 변비를 예방해준다."
감,견과류,호두나 잣같은 견과류와 함께 먹으면 견과류의 지방이 비타민 A흡수를 돕는다.
귤,꿀,비위가 약하여 기침이 심한 경우에는 귤 한 개를 통째 으깬 다음 꿀과 함께 끓여 농축시켜 먹으면 효과가 있다.
귤껍질,생선,귤껍질은 생선 요리에 넣으면 생선 비린내를 없애며 독을 풀어 주는 역할을 한다. 생선을 먹고 중독이 되었을 때 귤껍질을 진하게 달여 마시면 도움이 된다.
귤껍질,생강,"귤 껍질도 비타민 C가 많지만 예로부터 말려서 차로 달여 마셨기 때문에 차에 쓰일 재료로는 생강이 좋다. 굴 껍질을 말려 생강과 함께 달인 차를 `귤강차`라고 부르는데, 감기 예방에 효과적이며 기관지 건강에 좋다."
귤껍질,감초,"폐를 보하기 때문에 기침에 좋으며, 몸살에도 효과가 있다."
다래,생강,다래는 속이 느글거리고 구역질이 날때 좋다. 열매나 덩굴의 즙액을 마신다.그러나 생즙을 그냥 먹기 보다는 달여서 그 즙을 마시거나 생강즙을 타서 마시면 더 좋다.소변을 통해 신장 결석을 제거하는 효능도 있다.
다래,꿀,다래는 심한 갈증을 다스린다. 서리맞고 잘 익은것을 늘 먹으면 좋은데 동의보감에는 꿀에 넣어 정과를 만들어 먹으면 더 좋다고 했다.
도토리,생강,피로 회복 및 숙취해소에 좋다.
딸기,검은콩,탈모 및 면역력 증강에 도움이 된다.
자몽,파인애플,"자몽은 비타민C, B1이 풍부하며, 면역력을 높여주고 피로해소에 효과가 있다. 파인애플과 함께 마시면 효과가 더욱 커진다."
딸기,파프리카,비타민 C가 풍부해 감기예방에 좋다.
딸기,우유,딸기와 우유를 섞어먹으면 딸기의 자극적인 신맛을 중화시켜주어 먹기 편해진다. 또 같이 섞으면 천천히 먹게 되어 소화 효소의 활동을 돕는 효과가 있으므로 소화 흡수율 또한 좋다.
레몬,바나나,바나나 절단면에 레몬즙을 바르면 바나나가 검게 되는것을 막을수 있다.그만큼 레몬과 바나나는 궁합이 잘 맞는다.따라서 레몬과 바나나를 함께 갈아 주스를 마시면 좋다. 바나나 주성분은 탄수화물인데 레몬을 함께 먹으면 체액의 산성화를 막을수 있다. 
레몬,사과,"비타민C가 풍부한 레몬에 비타민A,사과산,구연산이 풍부한 사과를 배합하면 피로회복에 좋고 감기로 기침을 하거나 목이 아플때도 좋다. "
레몬,굴,"굴은 즉효성 자양강장제로 예로부터 '바다의 우유'로 불릴 정도인데,부패가 빠른게 흠이다. 이때 레몬을 떨어뜨리면 나쁜냄새도 제거되고, 레몬의 구연산이 식중독을 일으키는 세균의 번식을 억제하는 살균효과를 발휘하며,철분의 흡수 이용률로 향상시킨다."
레몬,포도,레몬과 포도에는 모두 구연산이 풍부하다.따라서 껍질과 씨를 제거한 포도를 믹서기에 갈아 레몬즙을 섞어 마시면 피로회복에 좋다.
레몬,우유,"생선요리를 할때 생선을 우유에 담갔다 음식을 만들면 비린내를 없앨 수 있다.그리고 레몬을 떨어뜨리면 우유 냄새를 없앨수 있다. 또,수제비 반죽할때 레몬을 넣으면 쫀득쫀득해진다."
레몬,인삼,<본초통현>에는 레몬과 인삼이 궁합에 잘맞는다고 한다.따라서 인삼차를 마실때 레몬즙을 한두 방울 떨어뜨려 마시면 좋다.
레몬,소금,레몬을 소금에 절여 먹으면 기가 위로 치밀어 오르는것을 내리고 위장이 더부룩하고 항상 불편한데 좋다.또 레몬을 소금에 담가 검게 된것은 열성의 전염성 질환후 가래가 끓을때 좋다.
레몬,차조기,더위를 방지하고 겨울에는 감기를 낫게 한다.그리고 뇌신경을 안정시킨다.
레몬,생강,"레몬 생강차는 신체에 다양한 건강 효과를 제공하는데, 신진대사를 자극하고, 에너지 레벨을 올려줄 뿐만 아니라 체중 감량, 통증 완화, 피부 개선, 소화 불량 완화, 인지 기능 향상, 면역력 강화 등의 효과가 있다. 따라서 두 가지 성분을 음료 형태로 함께 마시면 좋다."
매실,호두,"소화에 좋고, 혈압이나 콜레스트롤를 낮추는데 도움이 되며. 심장질환이나 신근경색을 예방한다."
매실,차조기,차조기는 세균번식억제로 부패예방과 신경안정에 효과가 있고 입맛증가와 피로회복에 좋은 매실의 효능을 높여준다.
매실,달래,몸속 활성산소를 제거해 암을 예방하고 암세포의 생성과 전이를 억제한다.
매실,생선,"천연소화제라 불리는 매실은 소화에 좋아, 생선이나 육류의 소화를 돕는다. 또한, 갈증을 해소하고 위염, 장염, 위암에 좋다."
멜론,파인애플,영양과잉으로 얼굴이 불그스름한 비만체질의 고혈압에 효과가 있다.
멜론,딸기,잇몸 건강에 좋다. 멜론과딸기를 우유나 요구르트와 함께 주스로 만들어 먹으면 비타민 등 유효성분이 흡수가 잘 된다.
멜론,바나나,"당질 흡수가 높아져 소아나 노인, 특히 과로하거나 심한 운동을 하는 경우에 에너지원으로 좋다. 또 피부가 거칠거나 뾰루지가 잘 날때도 좋다."
모과,생강,"모과는 가래를 삭혀주고 기침을 멎게하는데, 생강은 해열작용을 하여 감기에 좋다."
모과,계피,피로회복과 소화장애에 좋다.
모과,소금,간을 튼튼히 하고 설사를 멈추게 한다.
바나나,우유,"바나나의 마그네슘이 우유의 칼슘 흡수를 돕는다."
바나나,계란(달걀),"계란(달걀)로 단백질을 섭취하고, 바나나로 당을 섭취하면 한끼 식사로 든든하다."
바나나,딸기,딸기와 바나나는 잡티 에방과 같은 피부 미용에 좋다고 알려져 있는데 여기에 우유랑 같이 갈아 마시면 식사대용으로 좋다.
바나나,굴,당뇨병과 빈혈에 좋다.
바나나,견과류,"불포화지방산, 오메가 3, 비타민, 미네랄이 풍부한 견과류와 마그네슘이 풍부한 바나나를 같이 먹으면 건강을 챙길수 있다."
밤,쇠고기(소고기),"위장 기능을 강화하는 효소가 들어 있어 고기의 소화에 좋으며, 성인병 예방과 신장 보호에도 효과가 있다."
밤,양고기,양고기 찌개에 밤을 넣고 끓이면 뇌에 좋다.
밤,은행,"콜레스테롤을 낮추며, 혈액순환에 좋다."
밤,더덕,"사포닌 성분이 많이 함유돼 있어 폐의 기능을 강화해준다. 기침을 멈추게 하는 데 도움을 주는 것은 물론 해열, 거담, 소염 기능이 뛰어나므로 편도선염, 인후염 예방에도 효과적이다."
밤,설탕,"맛이 좋아 알밤조림을 만들 수 있다."
밤,돼지콩팥,위장기능을 강화한다.
배,무,무는 감기열을 내려주고 배는 기침완화에 좋아 감기에 좋다.
배,쌀,해열 작용 및 쌀의 소화를 돕는다.
배,두유,"빈혈예방에 효과적이고, 혈액순환을 촉진하여 고혈압예방에 효과적이다."
배,꿀,"가래, 기침, 천색,변비 예방, 갈증이 심한 숙취에도 알콜성분을 빨리 해독시키므로 좋다."
배,후추,배와 후추는 숙취 해소에도 좋지만 갑자기 나는 기침에도 효과적이다.
배,검은콩,"비타민 E가 많고, 뇌기능을 활성화 시킨다."
배,연근,염증과 지혈에 좋다.
배,육류,배는 알칼리성 식품이다. 산성 식품인 쇠고기 등 육류와 ‘찰떡궁합’이다.우선 육질이 부드러워진다. 배에 단백질 분해 효소가 들어 있기 때문이다. 또 배에 함유된 항산화 성분이 고기의 탄 부위에 생긴 벤조피렌 등 각종 발암물질의 독성을 일부 상쇄시킨다. 그리고 고기를 먹은 뒤 배를 디저트로 먹으면 소화가 잘된다. 배를 즐겨 먹으면 오래 건치(健齒) 상태를 유지할 수 있다.
복숭아,요구르트,"변비, 피를 맑게 한다."
복숭아,사과,변비 + 피로회복에 좋다. 변비 해소의 대표 과일이 바로 사과다.
복숭아,바나나,"변비, 술독, 니코틴 해독에 탁월하다. 원래 복숭아만 먹어도 니코틴 해독에 좋다고 한다."
복숭아,파인애플,소화를 돕고 장내 부패물을 분해해준다.
사과,파프리카,피부 미용에 좋다.
사과,로열젤리,피로회복에 좋다.
사과,인삼,사과와 인삼을 함께 먹으면 세포활력 작용이 강해져서 수술 후 상처가 빨리 아문다. 또한 식욕이 증진되면서 영양이 보충되어 회복도 빨라진다.
사과,당근,"당근사과주스는 눈에도 좋고 면역력 향상에도 좋다. 또한 활성 산소를 없애주는 효능이 있고, 암예방에 도움이 되고 노화예방에도 도움이 된다."
사과,양배추,양배추가 비타민 U를 채워준다.
사과,호박,"사과는 호박, 황도, 모과와 함께 먹으면 폐암예방에 도움이 된다. 사과에 풍부한 폴라보노이드라는 항산화 물질은 폐암을 예방할 수 있다."
사과,키위,"사과와 키위는 장내 유익한 균의 번식을 돕는 식물성 섬유질인 펙틴 성분이 풍부하다. 고로, 소화에 좋다."
사과,레몬즙,사과에는 각종 유기산이 풍부해 피로회복에 좋다. 이런 사과에 레몬즙을 배합하면 사과의 갈변을 막아줄 뿐 아니라 레몬의 유기산이 더해져 피로회복 효과가 상승한다.
살구,감,맛있다.
살구,오렌지,"살구에는 펙틴 및 사과산, 구연산 등의 함량이 많고, 비타민a의 함량이 높은 반면, 비타민c의 함량은 부족하다. 그래서 비타민c가 많이 들어있는 오렌지 주스와 함께 마시면 좋다."
살구,육류,맛있다.
살구,요구르트,맛있다.
수박,멜론,수박과 멜론을 같이 먹으면 체내 나트륨을 효과적으로 배출할 수 있다. 또한 고혈압이나 부종이 있는 사람도 함께 먹으면 좋다.
수박,토마토,피로회복 및 숙취해소에 좋다.
수박,블루베리,항산화 성분이 있어 미용에 좋다.
수박,복숭아,수박과 복숭아를 배합하면 간의 기능이 좋아진다. 복숭아가 정화 작용을 하기 때문이다.
수박,셀러리,수박과 셀러리 둘다 몸을 차게하여 더위에 좋다.
오미자,당귀,혈액순환을 촉진한다.
오미자,녹두,간장기능강화하고 피로회복에 좋다.
오미자,구기자,"구기자와 오미자의 조합은 수분 보충, 혈액 정화에 탁월, 혈액 순환을 도와 여름철 중풍 예방과 만성 피로, 갈증 해소에 좋다."
유자,구기자," 술독이 빨리 풀려 숙취해 좋다. 유자와 오리나무를 배합하면 알코올성 지방간을 예방할수 있고, 유자는 애주가의 구취에도 좋다." 
유자,된장,식욕을 돋우고 소화를 촉진하며 위염을 개선한다.
유자,잉어,유자와 잉어를 배합하면 복부수술(제왕절개) 후 소변이 시원치 않을때 좋다.
유자,차조기,생선을 먹고 식중독에 걸려 복통이 생기고 두드러기가 날때 효과가 있다. 차조기 잎도 생선 중독을 해독하므로 이 두가지를 배합하면 그 효력이 상승한다.
유자,무,"이 둘을 배합하셔 꿀에 재워 먹으면 가래,기침에 좋다.특히 유자는 과로에 의한 감기에 효과가 있고,무는 소화 장애를 겸한 감기에 효과적이다."
유자,쌀겨,비타민C 뿐만 아니라 피로를 회복시키는데 뛰어난 작용을 하는 유기산 성분인 구연산이 다량 함유되어 있다.
은행,참기름,맛있다.
은행,대추,기침과 천식에 효과가 있다.
은행,쑥,가래와 천식에 효과가 있다.
은행,구기자,미열이 오르고 뺨이 발개지고 갈증과 마른기침에 효과가 있다.
은행,호두,기침과 천식에 효과가 있다.
은행,게,은행의 독으로 피부염이 생겼다면 게삶은 물로 씻으면 효과가 있다.
은행,돼지기름,성감을 높이고 소변이 잦거나 대하증에 효과가 있다.
